CsiNumber,Symbol,Name,Exchange,IsActive,StartDate,EndDate,ConversionFactor,SwitchCfDate,PreSwitchCf,SubExchange,ExchangeSymbol
13126,VFL,"Del Inv Nation Ins Muni Inco Fd",AMEX,1,1993-02-19,2021-08-03,2,2001-01-29,-4,NYSE Mkt,VFL
13127,VJV,"Van Kampen NJ Val Muni Inc Tr",AMEX,0,1995-08-18,2001-05-18,2,2001-01-29,-4,,VJV
13128,VKI,"Invesco Advantage Muni Income Trust II",AMEX,1,1993-10-14,2021-08-03,2,2001-01-29,-4,NYSE Mkt,VKI
13129,VKL,"Invesco Van Kampen Slct Sctr Mncpl Trst",AMEX,0,1995-08-18,2012-10-12,2,2001-01-29,-4,,VKL
13130,VMM,"Del Inv MN Muni Inco Fd II",AMEX,1,1993-02-19,2021-08-03,2,2001-01-29,-4,NYSE Mkt,VMM
13131,VMV,"Invesco Van Kampen Ma Vl Mncpl Incm Trst",AMEX,0,1995-08-18,2012-10-12,2,2001-01-29,-4,,VMV
13132,VOF,"Van Kampen FL Muni Opp",AMEX,0,1995-08-18,2001-05-18,2,2001-01-29,-4,,VOF
13133,VOV,"Van Kampen OH Val Muni Inco",AMEX,0,1995-08-18,2005-10-31,2,2001-01-29,-4,,VOV
13134,VYM,"Del Inv MN Muni Inco Fd III",AMEX,0,1995-08-18,2006-03-17,2,2001-01-29,-4,,VYM
13135,WIX,"Whitman Educational Group",AMEX,0,1995-08-18,2003-07-01,2,2001-01-29,-4,,WIX
13136,WMD,"Wendt Bristol Hlth Sv",AMEX,0,1995-08-18,2000-06-09,-4,,,,WMD
13137,XPC,"Morgan Stanley CSCO",AMEX,0,1995-08-18,1997-11-14,-4,,,,XPC
13138,THR,"Three Rivers Financial Corp",AMEX,0,1995-08-24,2000-02-29,-4,,,,THR
13140,KYF,"Kentucky First Bancorp",AMEX,0,1995-08-29,2003-11-10,2,2001-01-29,-4,,KYF
13141,NIB,"New Iberian Bancorp",AMEX,0,1995-08-31,1997-05-30,-4,,,,NIB
13144,BFD,"BostonFed Bancorp",AMEX,0,1995-10-24,2005-01-24,2,2001-01-29,-4,,BFD
13145,CCF,"Chase Corp",AMEX,1,1994-04-15,2021-08-03,2,2001-01-29,-4,NYSE Mkt,CCF
13146,SGH,"Sterling House",AMEX,0,1995-10-26,1997-10-23,-4,,,,SGH
13148,MMG,"Metromedia Intl Group",AMEX,0,1995-11-02,2003-02-28,2,2000-09-25,-4,,MMG
13150,IMH,"Impac Mortgage Holdings Inc",AMEX,1,1995-11-21,2021-08-03,2,2000-09-25,-4,NYSE Mkt,IMH
13151,PDB,"Piedmont Bancorp",AMEX,0,1995-12-08,2000-04-12,-4,,,,PDB
13153,BDR,"Blonder Tongue Laboratories Inc",AMEX,1,1995-12-14,2021-08-03,2,2001-01-29,-4,NYSE Mkt,BDR
13154,HEPC,"Hallwood Energy Partners class C",AMEX,0,1996-01-17,1999-06-08,-4,,,,HEPC
13156,WSH,"Western Star Truck Holding",AMEX,0,1996-01-22,2000-09-28,-4,,,,WSH
13157,MRN,"Morrison Fresh Cooking Inc",AMEX,0,1996-03-11,1998-07-31,-4,,,,MRN
13159,FCB,"Falmouth Bancorp Inc",AMEX,0,1996-03-28,2004-07-16,2,2001-01-29,-4,,FCB
13160,CSB,"Comsouth Bancshares",AMEX,0,1996-03-25,1998-08-31,-4,,,,CSB
13161,GAF,"GA Financial Inc",AMEX,0,1996-03-27,2004-05-25,2,2001-01-29,-4,,GAF
13162,TSR,"Thermo Sentron Inc",AMEX,0,1996-03-27,2000-04-05,-4,,,,TSR
13163,PXE,"Pacific Research & Engineering Corp",AMEX,0,1996-06-20,1999-10-04,-4,,,,PXE
13164,SSB,"Scotland Bancorp Inc",AMEX,0,1996-04-01,1999-02-05,-4,,,,SSB
13165,SSM,"Stone Street Bancorp",AMEX,0,1996-04-01,1999-10-01,-4,,,,SSM
13184,KBB,"B Stearns CUBS",AMEX,0,1996-04-11,1998-07-24,-4,,,,KBB
13185,HFD,"Host Funding",AMEX,0,1996-04-18,2001-04-18,2,2001-01-29,-4,,HFD
13189,TMQ,"Thermoquest Corp",AMEX,0,1996-05-30,2000-05-12,-4,,,,TMQ
13191,TOC,"Thermo Optek Corp",AMEX,0,1996-06-10,2000-05-12,-4,,,,TOC
13193,HBS,"Haywood Bancshares Inc",AMEX,0,1996-06-20,2000-02-16,-4,,,,HBS
13194,TXM,"Trex Medical Corp",AMEX,0,1996-06-25,2000-11-30,-4,,,,TXM
13195,CWV,"Commercial Bancshares Inc",AMEX,0,1996-06-27,1998-03-31,-4,,,,CWV
13198,ANA,"Acadiana Bancshares",AMEX,0,1996-07-16,2003-03-21,2,2001-01-29,-4,,ANA
13199,OTVLQ,"OneTravel Hldg",AMEX,0,1996-07-23,2008-09-16,2,2000-09-25,-4,,OTVLQ
13200,TMF,"Thermo Opportunity Fund Inc",AMEX,0,1998-06-03,2000-07-18,-4,,,,TMF
13202,MRS,"Midcoast Energy Resources",AMEX,0,1996-08-09,2001-05-14,2,2001-01-29,-4,,MRS
13203,DLA,"Dole Food Co Aces",AMEX,0,1996-08-12,1999-08-13,-4,,,,DLA
13205,SGB,"Southwest Georgia Financial Corp",AMEX,0,1996-08-30,2020-04-02,2,2001-01-29,-4,NYSE Mkt,SGB
13207,TBA,"Thermo Bioanalysis Corp",AMEX,0,1996-09-19,2000-04-19,-4,,,,TBA
13208,PAA,"Pan Am World Airlines",AMEX,0,1996-09-24,1998-04-01,-4,,,,PAA
13209,HLX,"Halter Marine Group Inc",AMEX,0,1996-09-26,1999-11-03,-4,,,,HLX
13213,PCD,"PlanetCAD Inc",AMEX,0,1996-10-23,2002-11-19,2,2001-01-29,-4,,PCD
13215,OPC,"QC Optics Inc",AMEX,0,1996-10-25,2001-11-21,2,2001-01-29,-4,,OPC
13218,TFG,"Thermo Fibergen Inc",AMEX,0,1996-12-13,2001-11-27,2,2001-01-29,-4,,TFG
13223,HHO,"Puro Water Group Inc",AMEX,0,1997-02-10,1997-12-31,-4,,,,HHO
13225,SKV,"Sentry Tech Corp",AMEX,0,1997-02-13,2000-03-31,-4,,,,SKV
13226,CHG,"China Energy Resources Corp",AMEX,0,1997-04-21,1999-10-05,-4,,,,CHG
13228,MNX,"Nextel Strypes Trust 2000",AMEX,0,1997-02-28,2000-05-15,-4,,,,MNX
13232,TDX,"Thermedics Detection Inc",AMEX,0,1997-03-20,2000-04-13,-4,,,,TDX
13236,AOI,"Apple Orthodontix Inc",AMEX,0,1997-05-23,2000-02-28,-4,,,,AOI
13239,ARM,"ARM Financial Group Inc Cl A",AMEX,0,1997-06-19,1999-08-27,-4,,,,ARM
13240,MKA,"Metrika Systems Corp",AMEX,0,1997-06-20,2000-05-03,-4,,,,MKA
13242,HMSI,"Home Security Intl Inc",AMEX,0,1997-07-16,2002-03-21,2,2001-01-29,-4,,HMSI
13243,PIX,"Avenue Entertainment Group Inc",AMEX,0,1997-07-17,2001-04-24,2,2001-01-29,-4,,PIX
13245,KPG,"King Power Group",AMEX,0,1997-07-31,2003-10-30,2,2001-01-29,-4,,KPG
13246,PRU,"Prime Rscs Group",AMEX,0,1997-07-31,1998-12-07,-4,,,,PRU
13247,ICH,"IMPAC Commercial Holdings Inc",AMEX,0,1997-08-05,2000-11-24,-4,,,,ICH
13248,SAA,"Strategia Corp",AMEX,0,1997-08-06,2000-10-19,-4,,,,SAA
13249,CLV,"Clearview Cinema Group Inc",AMEX,0,1997-08-19,1998-12-02,-4,,,,CLV
13251,KS,"Kafus Industries",AMEX,0,1997-08-26,2000-09-08,-4,,,,KS
13252,HZP,"Horizon Pharmacies Inc",AMEX,0,1997-08-26,2002-01-25,2,2001-01-29,-4,,HZP
13253,BHB,"Bar Harbor Bankshares Inc",AMEX,1,1997-09-23,2021-08-03,2,2001-01-29,-4,NYSE Mkt,BHB
13257,SFT,"Stratesec Inc",AMEX,0,1997-10-02,2002-10-16,2,2001-01-29,-4,,SFT
13258,BIB,"Bibb Co",AMEX,0,1997-10-08,1998-10-14,-4,,,,BIB
13260,AER,"Aegis Realty Inc",AMEX,0,1997-10-10,2003-03-26,2,2001-01-29,-4,,AER
13263,MMX,"Maxx Petroleum Ltd",AMEX,0,1997-10-29,2001-06-05,2,2001-01-29,-4,,MMX
13264,FAL,"Fall River Gas Co",AMEX,0,1997-10-31,2000-09-29,-4,,,,FAL
13265,BDI,"Bayard Drilling Technologies Inc",AMEX,0,1997-11-04,1999-04-08,-4,,,,BDI
13266,BSW,"Bank of South Windsor",AMEX,0,1997-11-17,1998-08-17,-4,,,,BSW
13267,WTW,"Westover Corp",AMEX,0,1997-11-13,1999-09-03,-4,,,,WTW
13270,EBI,"Equality Bancorp Inc",AMEX,0,1997-12-02,2000-11-16,-4,,,,EBI
13271,FPB,"First Philson Financial Corp",AMEX,0,1997-12-03,1999-07-14,-4,,,,FPB
13274,AIII,"ACRE Realty Investors Inc",AMEX,0,1997-12-10,2017-08-17,2,2001-01-29,-4,NYSE Mkt,AIII
13275,ANI,"Audio Comm Network Inc",AMEX,0,1997-12-11,1998-10-07,-4,,,,ANI
13276,VIZ,"Thermo Vision Corp",AMEX,0,1997-12-10,2000-01-06,-4,,,,VIZ
13279,ECM,"Emerging Communications Inc",AMEX,0,1997-12-31,1998-10-05,-4,,,,ECM
13280,NHR,"National Health Realty",AMEX,0,1998-01-05,2007-11-09,2,2001-01-29,-4,,NHR
13282,SEV,"Seven Sea Petroleum Inc",AMEX,0,1998-01-13,2002-12-26,2,2001-01-29,-4,,SEV
13283,FMM,"FFP Marketing Co Inc",AMEX,0,1997-12-29,2002-10-03,2,2001-01-29,-4,,FMM
13285,ACY,"Aerocentury Corp",AMEX,1,1998-01-20,2021-08-03,2,2001-01-29,-4,NYSE Mkt,ACY
13286,AJX,"Standard Automotive Corp",AMEX,0,1998-01-23,2002-04-18,2,2001-01-29,-4,,AJX
13287,WNS,"Windsor Energy Corp",AMEX,0,1998-01-29,1998-12-03,-4,,,,WNS
13289,WEL,"Boots & Coots Intl Well Control Inc",AMEX,0,1998-01-30,2000-06-09,-4,,,,WEL
13290,AMC,"Amerac Energy Corp",AMEX,0,1998-01-30,1998-02-18,-4,,,,AMC
13292,SSN,"Sonus Corp",AMEX,0,1998-02-10,2002-10-28,2,2001-01-29,-4,,SSN
13293,CGY,"Carnegie International Corp",AMEX,0,1998-06-01,2000-01-28,-4,,,,CGY
13294,BAL,"Balanced Care Corp",AMEX,0,1998-02-12,2002-08-19,2,2001-01-29,-4,,BAL
13295,PFC,"PMCC Financial Corp",AMEX,0,1998-02-18,2001-01-04,-4,,,,PFC
13297,JPO,"JP Morgan Crude Oil Total Return",AMEX,0,1997-10-14,2000-10-16,-4,,,,JPO
13301,ONX,"Onix Systems inc",AMEX,0,1998-03-25,2000-04-13,-4,,,,ONX
13302,SRK,"Seracare Inc",AMEX,0,1998-03-25,2001-09-25,2,2001-01-29,-4,,SRK
13303,BYS,"Bay State Bancorp Inc",AMEX,0,1998-03-30,2003-06-02,2,2001-01-29,-4,,BYS
13305,EEE,"Canadian 88 Energy Corp",AMEX,0,1998-04-07,2002-09-20,2,2000-09-25,-4,,EEE
13306,EFC,"EFC Bancorp",AMEX,0,1998-04-06,2006-02-22,2,2001-01-29,-4,,EFC
13308,IOX,"Iomed Inc",AMEX,0,1998-04-27,2007-08-17,2,2001-01-29,-4,,IOX
13309,BCL,"BCL Financial Services",AMEX,0,1998-05-01,2001-01-02,-4,,,,BCL
13311,SYS,"CPS Systems Inc",AMEX,0,1998-03-25,1999-12-27,-4,,,,SYS
13313,GKI,"GK Intelligent Systems Inc",AMEX,0,1997-05-09,1999-07-22,-4,,,,GKI
13314,RBO,"Ribogene Inc",AMEX,0,1998-05-29,1999-11-18,-4,,,,RBO
13318,CSW,"Canada Southern Petroleum Ltd",AMEX,0,1998-06-03,1998-06-09,-4,,,,CSW
13321,FFO,"Insignia Properties Trust Sbi",AMEX,0,1998-09-24,1999-02-25,-4,,,,FFO
13322,APO,"American Community Properties Trust",AMEX,0,1998-10-06,2010-01-08,2,2001-01-29,-4,,APO
13324,SAI,"Security Assoc Intl Inc",AMEX,0,1998-10-14,2002-12-13,2,2001-01-29,-4,,SAI
13325,MEM,"Merrill Lynch 8 Euro Mitts 02",AMEX,0,1998-10-14,2002-08-30,2,2001-01-29,-4,,MEM
13326,MLF,"Merrill Lynch S&P 500 Mitts 05",AMEX,0,1998-10-14,2005-07-01,2,2001-01-29,-4,,MLF
13328,OSE,"Osage Systems Group",AMEX,0,1998-11-20,2001-04-02,2,2001-01-29,-4,,OSE
13330,AXG,"Axogen Ltd",AMEX,0,1999-01-13,1999-12-31,-4,,,,AXG
13331,CEV,"Eaton Vance CA Municipal Income Trust",AMEX,1,1999-01-27,2021-08-03,2,2001-01-29,-4,NYSE Mkt,CEV
13332,FEV,"Eaton Vance Nat Mun",AMEX,0,1999-01-27,2009-07-14,2,2001-01-29,-4,,FEV
13333,MMV,"Eaton Vance MA Muni Income Trust SBI",AMEX,0,1999-01-27,2019-01-18,2,2001-01-29,-4,NYSE Mkt,MMV
13334,EMI,"Eaton Vance Michigan Muni Income Trust",AMEX,0,1999-01-28,2018-12-14,2,2001-01-29,-4,NYSE Mkt,EMI
13335,EVJ,"Eaton Vance New Jersey Muni Income Trust",AMEX,0,1999-01-27,2019-02-22,2,2001-01-29,-4,NYSE Mkt,EVJ
13336,EVY,"Eaton Vance New York Muni Income Trust",AMEX,1,1999-01-27,2021-08-03,2,2001-01-29,-4,NYSE Mkt,EVY
13337,EVO,"Eaton Vance Ohio Municipal Income Trust",AMEX,0,1999-01-28,2019-01-18,2,2001-01-29,-4,NYSE Mkt,EVO
13338,EVP,"Eaton Vance PA Municipal Income Trust",AMEX,0,1999-01-27,2019-01-18,2,2001-01-29,-4,NYSE Mkt,EVP
13339,ESM,"Merrill Lynch EN SPDR MITTS 06",AMEX,0,1999-03-04,2006-02-21,2,2001-01-29,-4,,ESM
13340,MPI,"Muniholdings PA Insured Trust SBI",AMEX,0,1999-03-05,2000-02-04,-4,,,,MPI
13346,ONT,"On2 Tech Inc",AMEX,0,1999-02-17,2010-03-03,2,2000-08-28,-4,,ONT
13347,RCP,"MSDW 6% Reset PERQS exch for CSCO",AMEX,0,1999-07-16,2001-08-01,2,2001-01-29,-4,,RCP
13348,CSA,"Careside Inc",AMEX,0,1999-07-19,2002-11-20,2,2001-01-29,-4,,CSA
13349,DOC,"Digital Angel Corp",AMEX,0,1999-07-29,2008-01-08,2,2001-01-29,-4,,DOC
13351,NKM,"Merrill Lynch Nik 225 Mitts 06",AMEX,0,1999-07-30,2006-08-04,2,2001-01-29,-4,,NKM
13352,MPF,"Merrill Lynch S&p 500 Mitts 06",AMEX,0,1999-07-30,2006-08-04,2,2001-01-29,-4,,MPF
13354,SCC,"Security Capital Corp",AMEX,0,1998-08-26,2006-10-27,2,2001-01-29,-4,,SCC
13355,WI,"Westminster Capital Inc",AMEX,0,1998-08-31,2003-09-02,2,2001-01-29,-4,,WI
13356,AGT,"Aimglobal Tech Co Inc",AMEX,0,1999-08-23,2003-01-08,2,2001-01-29,-4,,AGT
13359,JAZ,"JCC Holding Co",AMEX,0,1998-12-04,2000-11-29,-4,,,,JAZ
13360,LSR,"Laser Technology Inc",AMEX,0,1999-03-19,2003-12-31,2,2001-01-29,-4,,LSR
13363,WRO,"Woronoco Bancorp Inc",AMEX,0,1999-03-19,2005-05-31,2,2001-01-29,-4,,WRO
13364,BPS,"Blackrock PA Strat Muni Trust",AMEX,0,1999-08-25,2015-04-10,2,2001-01-29,-4,NYSE Mkt,BPS
13366,ESY,"Merrill Lynch En SPDR Mitts 06",AMEX,0,1999-09-15,2006-09-20,2,2001-01-29,-4,,ESY
13368,MDH,"Muniholdings MI Insured Fund II",AMEX,0,1999-09-27,2002-06-03,2,2001-01-29,-4,,MDH
13369,PBA,"SAL Trust Pref Fund I",AMEX,0,1999-09-27,2004-10-01,2,2001-01-29,-4,,PBA
13371,IXP,"Intelligent Polymers Ltd",AMEX,0,1999-10-01,2000-10-02,-4,,,,IXP
13372,ORP,"Morgan Stan Dw Perqs Orcl 01",AMEX,0,1999-10-14,2001-12-14,2,2001-01-29,-4,,ORP
13373,RAC,"Rampart Capital Corp",AMEX,0,1999-10-25,2003-11-07,2,2001-01-29,-4,,RAC
13374,CCA,"MFS California Insured Municipal Trust",AMEX,0,1999-10-28,2019-09-11,2,2001-01-29,-4,NYSE Mkt,CCA
13375,CFX,"Colonial Insrd Muni Fd Sbi",AMEX,0,1999-10-28,2007-06-08,2,2001-01-29,-4,,CFX
13379,PYR,"PYR Energy",AMEX,0,1999-12-08,2007-06-27,2,2001-01-29,-4,,PYR
13381,MCB,"MCB Financial Corp",AMEX,0,1999-12-30,2001-12-31,2,2001-01-29,-4,,MCB
13383,TTH,"Telecom HLDRs Trust",AMEX,0,2000-02-01,2011-12-23,2,2001-01-29,-4,,TTH
13385,EDV,"Envision Development Corp",AMEX,0,2000-02-15,2000-11-03,-4,,,,EDV
13387,BHH,"B2B Internet HLDRs Trust 2040",AMEX,0,2000-02-24,2011-12-23,2,2001-01-29,-4,,BHH
13388,FLD,"Full Line Distributors Inc",AMEX,0,2000-03-02,2001-08-14,2,2001-01-29,-4,,FLD
13390,DHA,"DUCK HEAD APPAREL CO INC",AMEX,0,2000-06-30,2001-08-10,2,2001-01-29,-4,,DHA
13391,MDDV,"Med Diversified",AMEX,0,1999-03-22,2002-12-16,2,2001-01-29,-4,,MDDV
13392,UBI,"Ubrandit.com",AMEX,0,2000-03-21,2002-01-29,2,2001-01-29,-4,,UBI
13393,IPK,"Imperial Parking Corp",AMEX,0,2000-03-27,2004-05-25,2,2001-01-29,-4,,IPK
13395,MWB,"Myweb Inc.com",AMEX,0,1999-04-05,2002-03-12,2,2001-01-29,-4,,MWB
13399,OPT,"Opticare Health Systems Inc",AMEX,0,1999-09-20,2001-06-13,2,2001-01-29,-4,,OPT
13400,PSU,"Plastic Surgery Co",AMEX,0,2000-04-03,2002-05-06,2,2001-01-29,-4,,PSU
13402,PRZ,"Prize Energy Corp",AMEX,0,2000-04-03,2002-03-15,2,2001-01-29,-4,,PRZ
13403,BDH,"Broadband HOLDRs Trust",AMEX,0,2000-04-06,2011-12-23,2,2001-01-29,-4,,BDH
13404,RPH,"MSDW 6 Perqs Hd 02",AMEX,0,2000-05-11,2002-05-30,2,2001-01-29,-4,,RPH
13407,BTC,"Booktech.com Inc",AMEX,0,2000-04-06,2001-11-21,2,2001-01-29,-4,,BTC
13419,IYV,"iShares Tr DJ US Internet Idx",AMEX,0,2000-06-05,2002-12-13,2,2001-01-29,-4,,IYV
13429,DLA,"Delta Apparel Inc",AMEX,1,2000-07-03,2021-08-03,2,2001-01-29,-4,NYSE Mkt,DLA
13433,IKC,"iShares S&P/TSE 60 Index Fund",AMEX,0,2000-06-29,2002-12-13,2,2001-01-29,-4,,IKC
13436,UTH,"Utilities HLDRs Trust",AMEX,0,2000-06-23,2011-12-23,2,2001-01-29,-4,,UTH
13438,BNX,"Merrill Lynch Bond Index Notes 12/23/02",AMEX,0,1999-12-17,2002-12-23,2,2001-01-29,-4,,BNX
13439,CRB,"Carbon Energy Corp",AMEX,0,2000-02-25,2003-10-29,2,2001-01-29,-4,,CRB
13440,CSM,"Merrill Lynch Consumer Staples MITTS",AMEX,0,1999-07-12,2006-04-19,2,2001-01-29,-4,,CSM
13441,FBK,"First City Bank",AMEX,0,2000-04-25,2004-12-10,2,2001-01-29,-4,,FBK
13442,FML,"Merrill Lynch S&P 500 MITTS",AMEX,0,1999-07-12,2006-03-27,2,2001-01-29,-4,,FML
13445,GMM,"Merrill Lynch Global Market MITTS",AMEX,0,1999-12-17,2004-12-22,2,2001-01-29,-4,,GMM
13446,GWM,"Merrill Lynch Select Sector MITTS",AMEX,0,1999-07-12,2006-05-25,2,2001-01-29,-4,,GWM
13447,ICY,"Packaged Ice Inc",AMEX,0,1999-07-12,2003-08-19,2,2001-01-29,-4,,ICY
13451,JPW,"JP Morgan Crude Oil Index Fund",AMEX,0,1999-07-12,2002-03-04,2,2001-01-29,-4,,JPW
13452,MDJ,"Merrill Lynch DJIA MITTS",AMEX,0,1999-07-12,2006-06-26,2,2001-01-29,-4,,MDJ
13453,MLJ,"Merrill Lynch Nikkei 225 MITTS 2007",AMEX,0,2000-03-29,2007-03-30,2,2001-01-29,-4,,MLJ
13454,MLN,"Merrill Lynch Nikkei 225 MITTS 2005",AMEX,0,1999-07-12,2005-09-21,2,2001-01-29,-4,,MLN
13455,MNN,"Merrill Lynch Nikkei 225 MITTS 2002",AMEX,0,1999-09-15,2002-09-20,2,2001-01-29,-4,,MNN
13456,MOU,"MuniHoldings Insured Fund IV",AMEX,0,1999-10-05,2000-08-14,-4,,,,MOU
13457,MPQ,"MSDW S&P 500 PEEQS",AMEX,0,1999-07-12,2001-05-01,2,2001-01-29,-4,,MPQ
13458,NML,"Merrill Lynch Nasdaq 100 STRIDES",AMEX,0,1999-07-12,2000-08-18,-4,,,,NML
13459,NQE,"Structured Products Corp TIERS",AMEX,0,2000-03-29,2005-03-21,2,2001-01-29,-4,,NQE
13460,PFI,"Pelican Financial Inc",AMEX,0,1999-11-11,2006-05-10,2,2001-01-29,-4,,PFI
13461,PPA,"Premier Bancorp Inc",AMEX,0,1999-12-30,2003-07-31,2,2001-01-29,-4,,PPA
13464,RME,"MSDW EMC Corp 8% PERQS",AMEX,0,2000-03-31,2002-04-30,2,2001-01-29,-4,,RME
13465,RPJ,"MSDW JDS Uniphase 10% PERQS",AMEX,0,2000-06-08,2002-05-06,2,2001-01-29,-4,,RPJ
13466,RPS,"MSDW MCI Corp 6% PERQS",AMEX,0,1999-07-12,2001-05-30,2,2001-01-29,-4,,RPS
13467,RPW,"MSDW MCI Corp 6% PERQS",AMEX,0,1999-07-12,2001-03-15,2,2001-01-29,-4,,RPW
13468,RSB,"Structured Products Corp S&P TIERS",AMEX,0,1999-11-30,2006-12-08,2,2001-01-29,-4,,RSB
13469,RSM,"Merrill Lynch Russell 2000 MITTS",AMEX,0,1999-07-16,2006-07-21,2,2001-01-29,-4,,RSM
13470,SEA,"Bio-Aqua Systems Inc CL A",AMEX,0,2000-04-28,2001-05-21,2,2001-01-29,-4,,SEA
13471,TFF,"Technology Flavors & Fragrances Inc",AMEX,0,1999-07-12,2005-06-28,2,2001-01-29,-4,,TFF
13472,TOE,"Targets Tr VI Oracle",AMEX,0,2000-05-24,2003-06-30,2,2001-01-29,-4,,TOE
13476,THN,"Structured Products Corp Telecom TIERS",AMEX,0,2000-07-19,2005-07-29,2,2001-01-29,-4,,THN
13477,BLV+,"BVBC Capital Trust I",AMEX,0,2000-07-20,2005-12-16,2,2001-01-29,-4,,BLV+
13478,IYD,"iShares Tr DJ US Chem Sect Idx",AMEX,0,2000-07-31,2002-12-13,2,2001-01-29,-4,,IYD
13479,BHM,"Biotech HOLDRs MITTS",AMEX,0,2000-08-03,2007-09-06,2,2001-01-29,-4,,BHM
13480,MNM,"Nasdaq 100 MITTS",AMEX,0,2000-08-03,2007-08-03,2,2001-01-29,-4,,MNM
13481,TCZ,"TARGETS Tr VII CSCO 2003",AMEX,0,2000-08-16,2003-08-18,2,2001-01-29,-4,,TCZ
13483,TDS+A,"TDS Capital I TOPrS",AMEX,0,1999-09-07,2003-08-29,2,2000-09-25,-4,,TDS+A
13484,TDS+B,"TDS Capital II TOPrS",AMEX,0,1999-09-07,2003-08-29,2,2000-09-25,-4,,TDS+B
13485,TWAW,"Trans World Airlines Inc Wts",AMEX,0,1999-09-07,2001-02-02,2,2000-09-25,-4,,TWAW
13486,TXBW,"Texas Biotechnology Corp Wts",AMEX,0,1999-09-07,2000-12-29,2,2000-09-25,-4,,TXBW
13487,COD,"CHILES OFFSHORE INC",AMEX,0,2000-09-19,2002-08-26,2,2001-01-29,-4,,COD
13498,SWH,"MERRILL LYNCH SOFTWARE HLDR 40",AMEX,0,2000-09-27,2011-12-23,2,2001-01-29,-4,,SWH
13499,UQM,"UQM Technologies Inc",AMEX,0,2000-10-02,2019-07-31,2,2001-01-29,-4,NYSE Mkt,UQM
13505,MII,"STREETTRACKS MS INTERNET IDX",AMEX,0,2000-10-02,2003-12-22,2,2001-01-29,-4,,MII
13509,WMH,"MERRILL LYNCH WIRELESS HLDR 40",AMEX,0,2000-11-01,2011-12-23,2,2001-01-29,-4,,WMH
13510,RPX,"MORGAN STAN DW 9 PERQS XLNX",AMEX,0,2000-11-08,2002-12-30,2,2001-01-29,-4,,RPX
13511,UGT,"STREETTRACKS DJ GLOBAL TITANS IDX FD UND",AMEX,0,2000-11-30,2010-09-09,2,,,,UGT
13513,EKH,"HOLDERS TR EUR 2001 12/31/41",AMEX,0,2001-01-18,2011-12-23,2,2001-01-29,-4,,EKH
13514,CCG,"LEHMAN ABS CORTSK CL A 01",AMEX,0,2001-01-25,2006-05-22,2,2001-01-29,-4,,CCG
13515,NMB,"NUVEEN MA DIV ADVAN MUNI FD",AMEX,0,2001-02-01,2014-06-06,2,,,,NMB
13516,NFZ,"NUVEEN ARIZ DIV ADV MUNI FD",AMEX,0,2001-02-01,2013-04-05,2,,,,NFZ
13517,TMY,"TARGETS TR VIII EMC",AMEX,0,2001-02-02,2004-02-13,2,2001-04-09,-4,,TMY
13518,GLE,"GLOBAL ELECTRON SYS INC",AMEX,0,2001-02-06,2002-01-23,2,,,,GLE
13522,OEF,"iShares S&P 100 ETF",AMEX,1,2000-10-27,2021-08-03,2,2001-04-09,-4,NYSE ARCA,OEF
13523,ICF,"iShares Cohen & Steers REIT ETF",AMEX,1,2001-02-02,2021-08-03,2,2001-04-09,-4,BATS Global Markets,ICF
13527,BDM,"MERRILL LYNCH & CO BDH MITTS07",AMEX,0,2001-03-06,2007-09-13,2,2001-04-09,-4,,BDM
13528,PPN,"MORGAN STAN DW PERQS NQ 100 04",AMEX,0,2001-03-08,2004-03-31,2,2001-04-09,-4,,PPN
13529,ICH,"INVESTORS CAPITAL HLDGS LTD",AMEX,0,2001-03-19,2014-07-11,2,2001-04-09,-4,,ICH
13530,NFC,"NUVEEN CT DIV ADVAN MUNI FD",AMEX,0,2001-03-19,2012-07-06,2,2001-04-09,-4,,NFC
13531,NRB,"NUVEEN NC DIV ADVAN MUNI FD",AMEX,0,2001-03-19,2012-07-06,2,2001-04-09,-4,,NRB
13532,NGB,"NUVEEN VA DIV ADVAN MUNI FD",AMEX,0,2001-03-19,2012-08-03,2,2001-04-09,-4,,NGB
13533,NFM,"NUVEEN MD DIV ADVAN MUNI FD",AMEX,0,2001-03-19,2012-08-03,2,2001-04-09,-4,,NFM
13534,ERB,"ERBA Diagnostics Inc",AMEX,0,2000-03-20,2017-03-20,2,2001-04-09,-4,OTC Markets Pink Sheets,ERB
13535,NXI,"NUVEEN OH DIV ADV MUNI FD",AMEX,0,2001-03-29,2013-04-05,2,2001-04-09,-4,,NXI
13536,NXK,"NUVEEN NY DIV ADV MUNI FD 2",AMEX,0,2001-03-29,2015-06-10,2,2001-04-09,-4,NYSE Mkt,NXK
13537,TDH,"TARGETS TR IX HOME DEPOT 04",AMEX,0,2001-04-25,2004-05-14,2,,,,TDH
13538,PTF,"Petrofund Energy",AMEX,0,2000-10-24,2006-07-14,2,2001-01-29,-4,,PTF
13539,REB,"MORGAN STAN DW 12 PERQS EBAY02",AMEX,0,2001-05-16,2002-05-30,2,,,,REB
13541,VTI,"Vanguard Total Stock Market ETF",AMEX,1,2001-06-15,2021-08-03,2,,,NYSE ARCA,VTI
13542,MPQ,"MSDW 8 PC SPARQS SUNW 03",AMEX,0,2001-06-22,2002-07-24,2,,,,MPQ
